TweetId,User,Title,Text,Link,ScraperLink,ScraperTweetLink,ScraperRepliesLink
1659472711184183298,AlArabiya_Eng,Al Arabiya English,"May 19, 2023 — Democratic negotiators tell President Joe #Biden that they are making “steady progress” in talks with Republicans aimed at avoiding a #US ...",https://twitter.com/AlArabiya_Eng/status/1659472711184183298,http://api.scraperapi.com/structured/twitter/tweet?user=AlArabiya_Eng&id=1659472711184183298,http://api.scraperapi.com/structured/twitter/tweets?user=AlArabiya_Eng,http://api.scraperapi.com/structured/twitter/replies?user=AlArabiya_Eng
1662254236279660546,TheYoungTurks,May 27,7 days ago — breaks down #Democrat frustrations with #Biden over the #DebtCeilingCrisis and explains why he should invoke the #14thAmendment.,https://twitter.com/TheYoungTurks/status/1662254236279660546,http://api.scraperapi.com/structured/twitter/tweet?user=TheYoungTurks&id=1662254236279660546,http://api.scraperapi.com/structured/twitter/tweets?user=TheYoungTurks,http://api.scraperapi.com/structured/twitter/replies?user=TheYoungTurks
1660451452958167041,CNBCTV18Live,CNBC-TV18,"May 22, 2023 — US President Joe #Biden, #KevinMcCarthy to meet today to try to avoid a looming #debt default. US President Joe Biden, Kevin McCarthy to ...",https://twitter.com/CNBCTV18Live/status/1660451452958167041,http://api.scraperapi.com/structured/twitter/tweet?user=CNBCTV18Live&id=1660451452958167041,http://api.scraperapi.com/structured/twitter/tweets?user=CNBCTV18Live,http://api.scraperapi.com/structured/twitter/replies?user=CNBCTV18Live
1362940679874297856,HouseForeignGOP,1:42 AM,"says #Biden Admin's response to #NordStream2 “wholly inadequate” and “nothing short of a victory for Vladimir #Putin.” Image. 1:42 AM · Feb 20, 2021.",https://twitter.com/HouseForeignGOP/status/1362940679874297856?ref_src=twsrc%5Etfw,http://api.scraperapi.com/structured/twitter/tweet?user=HouseForeignGOP&id=1362940679874297856,http://api.scraperapi.com/structured/twitter/tweets?user=HouseForeignGOP,http://api.scraperapi.com/structured/twitter/replies?user=HouseForeignGOP
1351567995856953348,RegStudies,GW Regulatory Studies Center,"""New regulations to achieve the bold actions that President #Biden envisions must be well-justified and defended to survive judicial review,"" writes.",https://twitter.com/RegStudies/status/1351567995856953348,http://api.scraperapi.com/structured/twitter/tweet?user=RegStudies&id=1351567995856953348,http://api.scraperapi.com/structured/twitter/tweets?user=RegStudies,http://api.scraperapi.com/structured/twitter/replies?user=RegStudies
1530208890448748546,kyivpost,KyivPost,"The administration of U.S. President Joe #Biden is preparing to step up the kind of weaponry it is offering #Ukraine by sending advanced, long-range rocket ...",https://twitter.com/kyivpost/status/1530208890448748546?lang=ar-x-fm,http://api.scraperapi.com/structured/twitter/tweet?user=kyivpost&id=1530208890448748546,http://api.scraperapi.com/structured/twitter/tweets?user=kyivpost,http://api.scraperapi.com/structured/twitter/replies?user=kyivpost
256579741988057089,MarkRuffalo,"Mark Ruffalo on Twitter: ""#biden Is sobering","#biden Is sobering; makes Ryan seem like he's a child that just walked out of the closet wearing his Dad's suit. 2:19 AM · Oct 12, 2012.",https://twitter.com/MarkRuffalo/status/256579741988057089,http://api.scraperapi.com/structured/twitter/tweet?user=MarkRuffalo&id=256579741988057089,http://api.scraperapi.com/structured/twitter/tweets?user=MarkRuffalo,http://api.scraperapi.com/structured/twitter/replies?user=MarkRuffalo
1661001534392483840,raisinadialogue,Raisina Dialogue,"May 23, 2023 — For the #Biden administration, strengthening the #strategic #resilience of the #Pacific theatre ranks high in his list of #policy ...",https://twitter.com/raisinadialogue/status/1661001534392483840,http://api.scraperapi.com/structured/twitter/tweet?user=raisinadialogue&id=1661001534392483840,http://api.scraperapi.com/structured/twitter/tweets?user=raisinadialogue,http://api.scraperapi.com/structured/twitter/replies?user=raisinadialogue
1653083194613284889,KATVNews,May 1,"May 1, 2023 — #Biden is already the oldest president in U.S. History. With half of them saying his age is a “major factor.” The ; #QOTD is, do you think Joe ...",https://twitter.com/KATVNews/status/1653083194613284889,http://api.scraperapi.com/structured/twitter/tweet?user=KATVNews&id=1653083194613284889,http://api.scraperapi.com/structured/twitter/tweets?user=KATVNews,http://api.scraperapi.com/structured/twitter/replies?user=KATVNews
1660899615313473537,AlArabiya_Eng,Al Arabiya English,"May 23, 2023 — President Joe #Biden and House Speaker Kevin McCarthy have been unable to reach an agreement on how to raise the #US government's $31.4 ...",https://twitter.com/AlArabiya_Eng/status/1660899615313473537,http://api.scraperapi.com/structured/twitter/tweet?user=AlArabiya_Eng&id=1660899615313473537,http://api.scraperapi.com/structured/twitter/tweets?user=AlArabiya_Eng,http://api.scraperapi.com/structured/twitter/replies?user=AlArabiya_Eng
